지역,대학명,전형명,학과명,2026등급컷I,2026등급컷II,2026등급컷III,2025등급컷,2025등급컷2,25년합격cutI기준,25년합격CUTII기준,,26년합격cut I기준,26년합격cut II 기준,26년합격cut III기준,,
경기,가천대학교,논술전형 ,식품영양학과,4.16,4.26,5.19,5.41,4.88,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,신소재공학과,4.51,4.69,6.18,6.28,4.24,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,심리학과,3.81,4.89,6.56,5.2,4.82,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,운동재활학과,4.83,5.32,5.92,5.01,4.66,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,유아교육학과,5.09,5.36,5.62,5.71,5.03,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,응급구조학과,4.81,4.84,5.41,5.78,7.86,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,응용통계학과,4.74,5.28,5.93,5.92,5.03,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,의공학과,4.44,5.11,5.81,6.06,5.5,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,의료산업경영학과,4.59,5,5.77,5.96,4.85,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,의예과,2.05,3.26,3.63,4,3.31,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,인공지능학과,4.64,5.16,7.18,5.8,5.32,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,전기공학과,4.97,5.18,5.83,5.25,5.09,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,치위생학과,5.23,5.3,5.92,4.44,4.13,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,컴퓨터공학과,4.47,4.93,5.55,6.18,5.25,최종등록자90%컷,최종등록자70%컷,,최종등록자50%컷,최종등록자70%컷,최종등록자90%컷,,
경기,가천대학교,논술전형 ,클라우드공학과,5.2,5.44,5.67,5.83,4.32,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,논술전형 ,패션산업학과,4.65,4.92,6.28,4.43,4.33,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,논술전형 ,화공생명배터리공학부,4.17,4.5,5.26,5.26,4.47,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,논술전형 ,화학과,4.55,4.79,5.79,6.05,4.71,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,논술전형 ,회계세무학과,4.11,4.45,4.8,6.27,5.35,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,실기우수자,회화전공,4.92,5.6,6.19,,,,,,,,,,
경기,가천대학교,실기우수자,조소전공,5.6,6,6.78,,,,,,,,,,
경기,가천대학교,실기우수자,시각디자인전공,4.71,5,5.5,,,,,,,,,,
경기,가천대학교,실기우수자,산업디자인전공,5.07,5.39,5.75,,,,,,,,,,
경기,가천대학교,실기우수자,성악전공(남자),5.6,5.88,6,,,,,,,,,,
경기,가천대학교,실기우수자,성악전공(여자),3.54,4.25,5.41,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Violin),3.34,4.3,5,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Viola),-,-,4.16,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(V.Cello),-,-,4,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(C.Bass),-,-,5.27,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Classic Guitar),-,-,3,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Flute),-,-,4,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Oboe),-,-,5.91,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Clarinet),-,-,4.09,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Bassoon),-,-,-,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Horn),-,-,5.5,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Trumpet),-,-,5.9,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(Tenor Trombone),-,-,5.3,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(타악기),-,-,4.91,,,,,,,,,,
경기,가천대학교,실기우수자,기악전공(피아노),4.91,5.32,5.38,,,,,,,,,,
경기,가천대학교,실기우수자,작곡전공 ,6.4,6.6,6.97,,,,,,,,,,
경기,가천대학교,실기우수자,체육전공 ,5.03,5.3,5.56,,,,,,,,,,
경기,가천대학교,실기우수자,태권도전공 ,6.48,6.8,7.38,,,,,,,,,,
경기,가천대학교,실기우수자,연기예술학과(연기),5.41,5.92,6.29,,,,,,,,,,
경기,가천대학교,특성화고교전형 ,전기공학과,-,-,1.53,2.3,,,,,,,,,
경기,가천대학교,특성화고교전형 ,컴퓨터공학과,1.59,1.82,2.13,2.71,,최종등록자90%컷,,,,,,,
경기,가천대학교,특성화고교전형 ,패션산업학과,-,-,2.27,2.52,,최종등록자90%컷,,,,,,,
경기,가천대학교,학생부우수자전형 ,금융·빅데이터학부,2.88,2.96,3.09,3.36,2.76,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,기계공학부,2.73,2.79,2.83,3.13,2.9,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,도시계획·조경학부,2.91,2.95,3.02,3.56,3,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,물리치료학과,1.98,2.3,2.41,2.3,3.14,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,미디어커뮤니케이션학과,2,2.66,3.19,2.75,3.17,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,바이오나노학과,2.68,2.81,2.88,3.38,2.32,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,바이오로직스학과,2.66,2.68,2.78,3,2.8,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,반도체대학,2.64,2.82,2.89,3.24,2.73,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,반도체물리학과,2.76,2.92,2.92,3.16,3.17,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,방사선학과,1.78,1.96,2.06,2.15,3.21,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,법과대학,2.67,2.8,2.86,2.97,2.35,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,사회복지학과,2.88,2.94,2.94,3.22,3.09,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,생명과학과,2.38,2.78,2.83,3.45,3.06,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,스마트보안학과,2.87,3.16,3.28,3,2.84,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,스마트시티학과,2.89,2.98,3.01,3.44,3.51,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,스마트팩토리학과,2.92,2.96,2.97,3.39,3.3,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,시스템반도체학과,2.99,3.01,3.12,3.47,,,,,,,,,
경기,가천대학교,학생부우수자전형 ,식품생명공학과,2.62,2.7,2.72,2.95,2.77,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,식품영양학과,2.7,2.75,2.77,3.04,2.93,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,신소재공학과,2.81,2.92,2.95,3.25,3.22,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,심리학과,2.35,2.39,2.47,2.55,2.84,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,약학과,-,-,1.17,1.18,3.2,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,운동재활학과,2.87,3.17,3.23,4.05,3.16,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,유아교육학과,3.09,3.15,3.25,3.4,2.68,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,응용통계학과,2.77,2.85,2.92,2.87,3.02,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,의공학과,2.82,2.88,2.92,4.13,3.41,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,의료산업경영학과,2.56,2.74,2.83,3.18,3.02,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,의예과,1,1.04,1.06,1.08,2.74,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,인공지능학과,2.72,2.8,2.94,2.86,3.04,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,전기공학과,2.96,3,3.11,3.35,3.44,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,치위생학과,2.81,2.86,3.08,3.96,3.25,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,컴퓨터공학과,2.6,2.64,2.78,2.83,2.81,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,클라우드공학과,2.44,2.54,2.62,3.91,2.74,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,패션산업학과,2.66,2.75,2.88,3.26,2.94,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,한의예과,1.11,1.15,1.21,1.27,3.25,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,화공생명배터리공학부,2.64,2.73,2.78,2.83,3.38,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,화학과,2.65,2.69,2.71,2.79,3.83,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,학생부우수자전형 ,회계세무학과,2.67,2.67,2.73,2.92,1.12,최종등록자90%컷,최종등록자70%컷,,,,,,
경기,가천대학교,가천바람개비전형 ,관광경영학과,3.66,3.76,3.9,3.99,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,금융빅데이터학부,3.37,3.51,3.87,4.02,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,기계공학부,3.62,3.95,4.11,4.11,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,도시계획조경학부,4.03,4.15,4.39,4.22,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,물리치료학과,3.31,3.48,3.48,3.95,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,미디어커뮤니케이션학과,3.54,3.86,3.89,3.97,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,바이오나노학과,3.01,3.15,3.26,3.4,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,바이오로직스학과,3.19,3.33,3.69,3.06,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,"반도체대학(전자공학과,반도체공학과)",3.39,3.55,3.65,3.7,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,반도체물리학과,4.31,4.34,4.88,3.84,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,방사선학과,3.05,3.05,3.09,3.8,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,"법과대학(법학과,경찰행정학과,행정학과)",3.56,3.64,3.85,3.8,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,사회복지학과,4.06,4.14,4.16,3.71,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,생명과학과,2.85,3.71,3.81,3.93,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,스마트보안학과,3.9,4.05,4.55,4.75,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,스마트시티학과,4.17,4.23,4.39,4.61,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,스마트팩토리학과,4.04,4.06,4.22,4.05,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,시스템반도체학과,3.44,3.56,3.6,3.78,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,식품생명공학과,3.24,3.56,3.56,3.52,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,식품영양학과,3.62,3.86,3.96,3.7,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,신소재공학과,3.18,3.54,3.59,3.52,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,심리학과,3.18,3.28,3.32,3.65,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,운동재활학과,3.71,3.92,4.13,4.33,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,유아교육학과,3.51,3.79,3.86,3.93,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,응급구조학과,4.13,4.64,4.72,4.11,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,응용통계학과,3.51,3.55,3.58,4.12,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,의공학과,3.51,3.61,3.73,3.92,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,의료산업경영학과,3.85,3.87,3.96,3.75,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,인공지능학과,3.62,3.74,3.95,3.59,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,전기공학과,3.37,3.45,3.93,3.88,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,치위생학과,3.3,3.67,3.89,3.9,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,컴퓨터공학과,3.33,3.46,3.65,3.81,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,클라우드공학과,3.38,3.42,3.55,3.58,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,패션산업학과,3.79,3.9,4.37,4.06,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,화공생명배터리공학부,3.66,3.86,4.13,3.7,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,화학과,3.65,3.67,4,3.52,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천바람개비전형 ,회계세무학과,3.52,3.53,3.97,3.93,,최종등록자70%컷,,,,,,,
경기,가천대학교,가천의약학전형 ,한의예과,-,-,1.99,2.54,,최종등록자70%컷,,,,,,,
경기,가천대학교,기회균형전형 ,건설환경공학과,-,-,5,4.79,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,건축학부,-,-,4.58,4.44,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,경영학과,3.6,3.86,4.2,5.23,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,경제학과,-,-,3.99,5.54,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,관광경영학과,-,-,4.42,4.82,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,금융·빅데이터학부,-,-,4.86,5.63,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,기계공학부,-,-,4.53,5.85,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,도시계획·조경학부,-,-,5.72,4.43,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,미디어커뮤니케이션학과,-,-,3.6,4.39,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,바이오나노학과,-,-,4.67,5.08,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,반도체대학,3.92,4.23,5.61,6.25,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,반도체물리학과,-,-,5.4,5.73,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,법과대학,-,-,3.97,4.06,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,사회복지학과,-,-,4.47,4.66,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,생명과학과,-,-,4.13,2.75,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,식품생명공학과,-,-,3.51,4.36,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,식품영양학과,-,-,4.42,3.56,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,신소재공학과,-,-,4.85,4.6,,최종등록자90%컷,,,,,,,
경기,가천대학교,기회균형전형 ,심리학과,-,-,3.57,4.2,,최종등록자90%컷,,,,,,,
