지역,대학명,전형명,학과명,2026등급컷I,2026등급컷II,2026등급컷III,2025등급컷,2025등급컷2,25년합격cutI기준,25년합격CUTII기준,,26년합격cut I기준,26년합격cut II 기준,26년합격cut III기준,,
서울,서울과학기술대학교,학교생활우수자전형 ,문예창작학과,3.34,3.52,,3.29,3.01,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,,,
서울,서울과학기술대학교,학교생활우수자전형 ,산업공학과(산업정보시스템전공),3.65,3.44,,3.44,2.82,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,,,
서울,서울과학기술대학교,학교생활우수자전형 ,산업공학과(ITM전공),2.87,2.46,,3.1,2.58,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,,,
서울,서울과학기술대학교,학교생활우수자전형 ,MSDE학과,2.95,2.43,,2.55,2.44,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,,,
서울,서울과학기술대학교,학교생활우수자전형 ,경영학과(경영학전공),3.46,3.89,,3.93,3.33,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,,,
서울,서울과학기술대학교,학교생활우수자전형 ,경영학과(글로벌테크노경영전공-인문),3.43,3.14,,3.94,2.9,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,,,
서울,서울과학기술대학교,학교생활우수자전형 ,경영학과(글로벌테크노경영전공-자연),,,,3.44,2.54,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,,,
서울,서울교육대학교,학교장추천전형 ,초등교육과,1.59,1.64,1.67,1.62,1.55,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷, 최종등록자80%컷 ,,
서울,서울교육대학교,교직인성우수자전형 ,초등교육과,1.97,2.07,2.19,2.2,2.06,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,최종등록자80%컷,,
서울,서울교육대학교,국가보훈대상자전형 ,초등교육과,2.62,2.62,2.62,3.57,2.57,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,최종등록자80%컷,,
서울,서울교육대학교,기초생활수급자등전형 (외),초등교육과,2.61,3.09,3.09,3.4,2.36,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,최종등록자80%컷,,
서울,서울교육대학교,농어촌학생전형 ,초등교육과,1.64,1.76,1.77,1.88,1.86,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,최종등록자80%컷,,
서울,서울교육대학교,장애인등대상자전형 (외),초등교육과,3.06,3.06,3.06,31.9,2.88,최종등록자70%컷,최종등록자50%컷,,최종등록자 평균등급,최종등록자70%컷,최종등록자80%컷,,
서울,서울대학교,사회통합 ,인문계열,,,,1.67,1.59,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,정치외교학부,,,,1.55,1.55,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,경제학부,,,,1.95,1.72,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,사회학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,인류학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,심리학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,지리학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,사회복지학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,언론정보학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,수리과학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,통계학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,물리학전공,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,화학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,생명과학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,지구환경과학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,간호대학,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,경영대학,,,,1.46,1.25,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,건설환경도시공학부(건설환경공학부),,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,기계공학부,,,,1.69,1.4,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,재료공학부,1.33,1.63,,1.57,1.39,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,전기·정보공학부,,,,1.37,1.26,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,컴퓨터공학부,1.36,1.36,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,화학생물공학부,,,,2,2,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,건축학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,산업공학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,에너지자원공학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,원자핵공학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,조선해양공학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,항공우주공학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,농경제사회학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,식물생산과학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,산림과학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,식품·동물생명공학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,응용생물화학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,조경·지역시스템공학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,바이오시스템·소재학부,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,스마트시스템과학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,동양화과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,서양화과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,조소과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,공예과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,디자인과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,교육학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,국어교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,영어교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,독어교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,불어교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,사회교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,역사교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,지리교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,윤리교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,수학교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,물리교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,화학교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,생물교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,지구과학교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,체육교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,소비자학전공,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,아동가족학전공,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,식품영양학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,의류학과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,수의예과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,약학계열,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,성악과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,작곡과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,피아노과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,관현악과,,,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,의예과,1.05,1.08,,1.03,1.03,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,첨단융합학부,1.43,1.59,,1.53,1.5,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,사회통합 ,자유전공학부,1.34,2.15,,1.66,1.66,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,국어국문학과,2.1,2.52,,1.86,1.77,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,중어중문학과,2.12,2.36,,2.32,1.84,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,영어영문학과,1.9,2.1,,2.18,2.02,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,불어불문학과,2.29,2.37,,2.1,2.09,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,독어독문학과,2.19,2.36,,2.56,2.16,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,노어노문학과,1.57,2.16,,2.51,2.28,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,서어서문학과,1.77,1.9,,2.87,2.56,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,언어학과,1.57,1.98,,2.02,1.92,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,아시아언어문명학부,1.58,2.09,,1.95,1.71,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,역사학부,1.47,2.38,,2.36,2.22,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,고고미술사학과,1.98,2.68,,2.64,2.14,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,철학과,1.85,2.36,,2.29,1.56,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,종교학과,2.37,2.49,,3.2,2.66,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,미학과,2.05,2.15,,2.25,1.51,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,정치외교학부,1.81,1.98,,2.02,1.73,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,경제학부,1.77,2.11,,2.03,1.84,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,사회학과,1.77,1.93,,2.05,1.9,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,인류학과,1.82,2.37,,2.28,2.08,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,심리학과,1.83,2.2,,2.07,1.9,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,지리학과,2,2.34,,2.36,1.86,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,사회복지학과,2.34,2.36,,2.31,1.73,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,언론정보학과,1.5,1.67,,1.9,1.41,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,수리과학부,1.15,1.2,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,통계학과,-,-,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,물리학전공,-,-,,2.32,2.02,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,천문학전공,1.88,2.44,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,화학부,1.21,1.23,,2.76,2.6,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,생명과학부,1.98,2.06,,2.14,2.09,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,지구환경과학부,2.26,3.36,,3.13,2.56,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,간호대학,1.79,2.01,,2.54,2.02,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,경영대학,1.81,1.94,,1.85,1.73,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,건설환경도시공학부(건설환경공학부),2.04,2.14,,2.43,1.94,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,기계공학부,2.04,2.26,,2.5,1.97,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,재료공학부,1.95,2.21,,2.16,2,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,전기정보공학부,1.54,1.94,,2,1.72,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,컴퓨터공학부,1.3,1.32,,1.39,1.16,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,화학생물공학부,1.69,1.82,,1.95,1.74,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,건축학과,1.85,2.69,,2.08,1.99,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,산업공학과,2.08,2.14,,1.97,1.91,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,에너지자원공학과,2.27,2.78,,2.28,1.81,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,원자핵공학과,2.4,2.51,,3.16,3.11,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,조선해양공학과,2.15,2.82,,3.48,2.71,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,항공우주공학과,2.51,2.72,,3.35,3.3,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,농경제사회학부,2.33,2.45,,2.75,2.6,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,식물생산과학부,2.13,2.6,,2.76,1.89,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,산림과학부,1.8,1.99,,2.52,1.89,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,식품동물생명공학부,1.5,2.32,,1.8,1.67,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,응용생물화학부,2.29,2.71,,2.84,2.49,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,조경지역시스템공학부,2.58,3.23,,2.35,2.05,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,바이오시스템소재학부,2.94,3.03,,3.29,1.93,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,스마트시스템과학과,1.44,1.44,,2.02,1.9,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,디자인과,1.64,1.68,,1.77,1.76,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,교육학과,1.88,1.99,,1.74,1.66,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,국어교육과,1.77,1.95,,1.55,1.5,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,영어교육과,1.78,2.34,,1.81,1.66,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,독어교육과,2.43,2.79,,3.25,2.35,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,불어교육과,2.43,2.62,,2.51,2.34,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,사회교육과,1.67,1.91,,1.5,1.49,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,역사교육과,1.64,1.67,,1.53,1.51,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,지리교육과,1.91,2.44,,1.89,1.82,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,윤리교육과,1.69,1.73,,2.04,1.42,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,수학교육과,1.52,1.59,,2.04,1.91,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,물리교육과,1.65,1.7,,1.88,1.74,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,화학교육과,2.12,2.18,,2.79,1.78,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,생물교육과,1.76,2.1,,2.13,2.13,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,지구과학교육과,2.01,2.36,,2.24,1.61,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,체육교육과,-,-,,,,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,소비자학전공,1.66,1.98,,1.51,1.47,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,아동가족학전공,2.3,2.45,,2.2,1.92,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,식품영양학과,1.64,1.75,,1.76,1.58,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,의류학과,2.03,2.23,,2.29,2.22,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,수의예과,1.46,1.68,,1.45,1.42,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,약학계열,1.09,1.17,,1.58,1.53,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,피아노과,-,-,,4.23,3.63,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,관현악과,-,-,,5.49,4.56,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,국악과,3.2,3.95,,3.92,3.01,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,의예과,1.16,1.26,,1.22,1.14,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,첨단융합학부,1.64,1.91,,2.01,1.66,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,자유전공학부,1.21,1.56,,2.34,1.98,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,일반전형 ,치의학과,1.9,2.19,,1.52,1.35,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,인문계열,1.33,1.39,,1.4,1.33,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,역사학부,1.37,1.46,,1.43,1.36,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,정치외교학부,1.09,1.15,,1.21,1.11,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,경제학부,1,1,,1.11,1.09,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,사회학과,1.08,1.22,,1.12,1.09,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,심리학과,1.28,1.29,,1.26,1.09,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,지리학과,1.38,1.44,,1.39,1.39,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,사회복지학과,1.28,1.3,,1.32,1.22,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
서울,서울대학교,지역균형선발전형 ,수리과학부,-,-,,1.18,1.17,최종등록자70%컷,최종등록자50%컷,,최종등록자50%컷,최종등록자70%컷,,,
